0.0	6.42176870748	0.003769614588594589
443.287981859	446.299319728	0.004982769927553292
455.497732426	460.344671202	0.002921744899339018
460.555555556	470.327664399	0.0027346015279975395
470.849206349	478.210884354	0.0030206051213604256
478.710884354	485.221088435	0.0031777692235667324
495.689342404	498.717687075	0.002797022380342534
517.671201814	521.092970522	0.003029938959129911
526.467120181	533.882086168	0.0030104801020052643
555.955782313	567.275510204	0.002935021320929847
578.185941043	582.391156463	0.0033505246793590023
591.241496599	595.793650794	0.002705138999205839
597.366213152	609.027210884	0.0028500218706674157
623.640589569	635.044217687	0.0027939605987094916
636.164399093	640.663265306	0.0031552598676769365
659.783446712	672.244897959	0.003140168370559295
672.479591837	677.360544218	0.0034316616771852522
677.885487528	682.065759637	0.0029408773368873624
683.621315193	687.826530612	0.0022318441376097454
689.136054422	697.31292517	0.0025764586408480936
705.685941043	710.66553288	0.0039387191664283045
710.982993197	714.197278912	0.0045690208033296
714.510204082	725.768707483	0.0028787232053288318
742.261904762	746.290249433	0.0020539865875712866
862.835600907	866.742630385	0.0041550897672846115
912.27324263	921.26984127	0.0024162365440405726
931.573696145	935.340136054	0.0025228847018103294
938.512471655	941.509070295	0.0025810448792329454
951.504535147	955.316326531	0.0030401074457571398
957.393424036	961.951247166	0.0034467827475555715
966.887755102	978.342403628	0.004705941022534408
992.106575964	1001.18027211	0.004058679016339512
1044.0260771	1049.82312925	0.003670416025354077
1051.55102041	1056.12471655	0.00398737803958197
1065.08730159	1081.15986395	0.0030096533199819946
1085.11904762	1100.03174603	0.0030860065026687812
1103.51927438	1106.61564626	0.004725203259339042
1112.68480726	1117.99773243	0.0037916811407026256
1124.03174603	1145.77777778	0.003771138305378387
1154.16893424	1168.24716553	0.0029724085994327436
1168.39342404	1173.53968254	0.0031166733641646537
1212.33106576	1224.55895692	0.003024278626634069
1247.64058957	1252.02494331	0.0036139348442886434
1259.46825397	1264.12811791	0.0027606571901105698
1267.29591837	1271.82312925	0.0020222273078731017
1283.21315193	1291.0600907	0.0028092792293261276
1291.25736961	1308.83106576	0.0025201734071172662
1350.8185941	1366.29024943	0.0022105214187218966
1366.7755102	1378.13492063	0.0021111009745028637
1393.01020408	1401.28231293	0.0032509368799625428
